Id,DateOfPrice,Value
id_0,01/06/2025 00:00:00,12
id_1,01/06/2025 00:00:00,10
id_2,01/06/2025 00:00:00,16
id_3,01/06/2025 00:00:00,15
id_4,01/06/2025 00:00:00,14
id_5,01/06/2025 00:00:00,18
id_6,01/06/2025 00:00:00,19
id_7,01/06/2025 00:00:00,17
id_0,01/07/2025 00:00:00,11.82
id_1,01/07/2025 00:00:00,10.17
id_2,01/07/2025 00:00:00,15.81
id_3,01/07/2025 00:00:00,15.71
id_4,01/07/2025 00:00:00,14.04
id_5,01/07/2025 00:00:00,18.27
id_6,01/07/2025 00:00:00,19.02
id_7,01/07/2025 00:00:00,16.77
id_0,01/08/2025 00:00:00,12.05
id_1,01/08/2025 00:00:00,10.23
id_2,01/08/2025 00:00:00,15.42
id_3,01/08/2025 00:00:00,16.16
id_4,01/08/2025 00:00:00,13.98
id_5,01/08/2025 00:00:00,17.98
id_6,01/08/2025 00:00:00,18.95
id_7,01/08/2025 00:00:00,16.75
id_0,01/09/2025 00:00:00,12.25
id_1,01/09/2025 00:00:00,10.84
id_2,01/09/2025 00:00:00,15.57
id_3,01/09/2025 00:00:00,16.59
id_4,01/09/2025 00:00:00,13.93
id_5,01/09/2025 00:00:00,18.02
id_6,01/09/2025 00:00:00,18.75
id_7,01/09/2025 00:00:00,16.63
id_0,01/10/2025 00:00:00,12.32
id_1,01/10/2025 00:00:00,11.09
id_2,01/10/2025 00:00:00,15.51
id_3,01/10/2025 00:00:00,16.6
id_4,01/10/2025 00:00:00,13.87
id_5,01/10/2025 00:00:00,17.96
id_6,01/10/2025 00:00:00,18.16
id_7,01/10/2025 00:00:00,16.6
id_0,01/13/2025 00:00:00,12.4
id_1,01/13/2025 00:00:00,11.51
id_2,01/13/2025 00:00:00,15.5
id_3,01/13/2025 00:00:00,16.47
id_4,01/13/2025 00:00:00,13.99
id_5,01/13/2025 00:00:00,18.05
id_6,01/13/2025 00:00:00,17.91
id_7,01/13/2025 00:00:00,16.65
id_0,01/14/2025 00:00:00,12.71
id_1,01/14/2025 00:00:00,11.51
id_2,01/14/2025 00:00:00,15.83
id_3,01/14/2025 00:00:00,16.68
id_4,01/14/2025 00:00:00,13.8
id_5,01/14/2025 00:00:00,17.62
id_6,01/14/2025 00:00:00,17.57
id_7,01/14/2025 00:00:00,16.81
id_0,01/15/2025 00:00:00,12.63
id_1,01/15/2025 00:00:00,11.45
id_2,01/15/2025 00:00:00,15.74
id_3,01/15/2025 00:00:00,15.8
id_4,01/15/2025 00:00:00,13.61
id_5,01/15/2025 00:00:00,17.45
id_6,01/15/2025 00:00:00,18.11
id_7,01/15/2025 00:00:00,16.83
id_0,01/16/2025 00:00:00,12.84
id_1,01/16/2025 00:00:00,11.7
id_2,01/16/2025 00:00:00,16.19
id_3,01/16/2025 00:00:00,16.56
id_4,01/16/2025 00:00:00,13.44
id_5,01/16/2025 00:00:00,17.61
id_6,01/16/2025 00:00:00,17.96
id_7,01/16/2025 00:00:00,16.73
id_0,01/17/2025 00:00:00,13.12
id_1,01/17/2025 00:00:00,12.02
id_2,01/17/2025 00:00:00,16.39
id_3,01/17/2025 00:00:00,16.69
id_4,01/17/2025 00:00:00,13.55
id_5,01/17/2025 00:00:00,17.18
id_6,01/17/2025 00:00:00,17.94
id_7,01/17/2025 00:00:00,16.8
id_0,01/20/2025 00:00:00,13
id_1,01/20/2025 00:00:00,11.87
id_2,01/20/2025 00:00:00,16.18
id_3,01/20/2025 00:00:00,17.03
id_4,01/20/2025 00:00:00,13.48
id_5,01/20/2025 00:00:00,17.16
id_6,01/20/2025 00:00:00,17.7
id_7,01/20/2025 00:00:00,16.99
id_0,01/21/2025 00:00:00,13.31
id_1,01/21/2025 00:00:00,12.36
id_2,01/21/2025 00:00:00,16.27
id_3,01/21/2025 00:00:00,17.37
id_4,01/21/2025 00:00:00,13.23
id_5,01/21/2025 00:00:00,17.12
id_6,01/21/2025 00:00:00,17.59
id_7,01/21/2025 00:00:00,17.11
id_0,01/22/2025 00:00:00,13.25
id_1,01/22/2025 00:00:00,12.48
id_2,01/22/2025 00:00:00,16.01
id_3,01/22/2025 00:00:00,16.48
id_4,01/22/2025 00:00:00,13.29
id_5,01/22/2025 00:00:00,17.15
id_6,01/22/2025 00:00:00,17.85
id_7,01/22/2025 00:00:00,17.11
id_0,01/23/2025 00:00:00,13.26
id_1,01/23/2025 00:00:00,11.97
id_2,01/23/2025 00:00:00,16.29
id_3,01/23/2025 00:00:00,16.95
id_4,01/23/2025 00:00:00,13.34
id_5,01/23/2025 00:00:00,17.01
id_6,01/23/2025 00:00:00,17.92
id_7,01/23/2025 00:00:00,17.16
id_0,01/24/2025 00:00:00,13.48
id_1,01/24/2025 00:00:00,12.18
id_2,01/24/2025 00:00:00,15.84
id_3,01/24/2025 00:00:00,16.87
id_4,01/24/2025 00:00:00,13.48
id_5,01/24/2025 00:00:00,17.03
id_6,01/24/2025 00:00:00,18.01
id_7,01/24/2025 00:00:00,17.26
id_0,01/27/2025 00:00:00,13.66
id_1,01/27/2025 00:00:00,12.47
id_2,01/27/2025 00:00:00,15.7
id_3,01/27/2025 00:00:00,17.35
id_4,01/27/2025 00:00:00,13.64
id_5,01/27/2025 00:00:00,16.92
id_6,01/27/2025 00:00:00,18.23
id_7,01/27/2025 00:00:00,17.14
id_0,01/28/2025 00:00:00,13.71
id_1,01/28/2025 00:00:00,12.62
id_2,01/28/2025 00:00:00,16.49
id_3,01/28/2025 00:00:00,17.63
id_4,01/28/2025 00:00:00,13.89
id_5,01/28/2025 00:00:00,16.64
id_6,01/28/2025 00:00:00,18.05
id_7,01/28/2025 00:00:00,16.92
id_0,01/29/2025 00:00:00,13.78
id_1,01/29/2025 00:00:00,12.54
id_2,01/29/2025 00:00:00,17.32
id_3,01/29/2025 00:00:00,18.14
id_4,01/29/2025 00:00:00,13.81
id_5,01/29/2025 00:00:00,16.92
id_6,01/29/2025 00:00:00,18.18
id_7,01/29/2025 00:00:00,16.9
id_0,01/30/2025 00:00:00,13.68
id_1,01/30/2025 00:00:00,12.92
id_2,01/30/2025 00:00:00,17.12
id_3,01/30/2025 00:00:00,18.12
id_4,01/30/2025 00:00:00,13.82
id_5,01/30/2025 00:00:00,16.72
id_6,01/30/2025 00:00:00,17.91
id_7,01/30/2025 00:00:00,16.7
id_0,01/31/2025 00:00:00,13.42
id_1,01/31/2025 00:00:00,12.74
id_2,01/31/2025 00:00:00,16.82
id_3,01/31/2025 00:00:00,18.76
id_4,01/31/2025 00:00:00,13.42
id_5,01/31/2025 00:00:00,16.56
id_6,01/31/2025 00:00:00,18.16
id_7,01/31/2025 00:00:00,16.83
id_0,02/03/2025 00:00:00,13.74
id_1,02/03/2025 00:00:00,13.15
id_2,02/03/2025 00:00:00,16.58
id_3,02/03/2025 00:00:00,19.34
id_4,02/03/2025 00:00:00,13.38
id_5,02/03/2025 00:00:00,16.51
id_6,02/03/2025 00:00:00,17.96
id_7,02/03/2025 00:00:00,16.74
id_0,02/04/2025 00:00:00,13.8
id_1,02/04/2025 00:00:00,12.89
id_2,02/04/2025 00:00:00,16.81
id_3,02/04/2025 00:00:00,18.9
id_4,02/04/2025 00:00:00,13.71
id_5,02/04/2025 00:00:00,16.32
id_6,02/04/2025 00:00:00,18.26
id_7,02/04/2025 00:00:00,16.71
id_0,02/05/2025 00:00:00,13.31
id_1,02/05/2025 00:00:00,12.82
id_2,02/05/2025 00:00:00,17.32
id_3,02/05/2025 00:00:00,18.77
id_4,02/05/2025 00:00:00,13.67
id_5,02/05/2025 00:00:00,16.57
id_6,02/05/2025 00:00:00,18.45
id_7,02/05/2025 00:00:00,16.67
id_0,02/06/2025 00:00:00,13.29
id_1,02/06/2025 00:00:00,13.38
id_2,02/06/2025 00:00:00,17.61
id_3,02/06/2025 00:00:00,19.2
id_4,02/06/2025 00:00:00,13.66
id_5,02/06/2025 00:00:00,16.3
id_6,02/06/2025 00:00:00,18.5
id_7,02/06/2025 00:00:00,16.61
id_0,02/07/2025 00:00:00,13.35
id_1,02/07/2025 00:00:00,13.45
id_2,02/07/2025 00:00:00,18.07
id_3,02/07/2025 00:00:00,18.67
id_4,02/07/2025 00:00:00,13.72
id_5,02/07/2025 00:00:00,16.32
id_6,02/07/2025 00:00:00,18.34
id_7,02/07/2025 00:00:00,16.77
id_0,02/10/2025 00:00:00,13.47
id_1,02/10/2025 00:00:00,13.31
id_2,02/10/2025 00:00:00,17.55
id_3,02/10/2025 00:00:00,18.39
id_4,02/10/2025 00:00:00,13.95
id_5,02/10/2025 00:00:00,15.93
id_6,02/10/2025 00:00:00,18.03
id_7,02/10/2025 00:00:00,16.47
id_0,02/11/2025 00:00:00,13.57
id_1,02/11/2025 00:00:00,13.52
id_2,02/11/2025 00:00:00,17.26
id_3,02/11/2025 00:00:00,17.24
id_4,02/11/2025 00:00:00,14.05
id_5,02/11/2025 00:00:00,15.75
id_6,02/11/2025 00:00:00,17.7
id_7,02/11/2025 00:00:00,16.32
id_0,02/12/2025 00:00:00,13.49
id_1,02/12/2025 00:00:00,13.55
id_2,02/12/2025 00:00:00,17.03
id_3,02/12/2025 00:00:00,17.47
id_4,02/12/2025 00:00:00,13.69
id_5,02/12/2025 00:00:00,15.77
id_6,02/12/2025 00:00:00,17.51
id_7,02/12/2025 00:00:00,16.45
id_0,02/13/2025 00:00:00,13.75
id_1,02/13/2025 00:00:00,13.21
id_2,02/13/2025 00:00:00,16.94
id_3,02/13/2025 00:00:00,16.73
id_4,02/13/2025 00:00:00,13.94
id_5,02/13/2025 00:00:00,15.86
id_6,02/13/2025 00:00:00,17.69
id_7,02/13/2025 00:00:00,16.44
id_0,02/14/2025 00:00:00,13.93
id_1,02/14/2025 00:00:00,13.21
id_2,02/14/2025 00:00:00,16.67
id_3,02/14/2025 00:00:00,16.27
id_4,02/14/2025 00:00:00,14.03
id_5,02/14/2025 00:00:00,15.93
id_6,02/14/2025 00:00:00,17.6
id_7,02/14/2025 00:00:00,16.33
id_0,02/17/2025 00:00:00,13.8
id_1,02/17/2025 00:00:00,13.16
id_2,02/17/2025 00:00:00,16.4
id_3,02/17/2025 00:00:00,16.16
id_4,02/17/2025 00:00:00,14.15
id_5,02/17/2025 00:00:00,16.02
id_6,02/17/2025 00:00:00,17.83
id_7,02/17/2025 00:00:00,16.53
id_0,02/18/2025 00:00:00,13.96
id_1,02/18/2025 00:00:00,13.51
id_2,02/18/2025 00:00:00,16.84
id_3,02/18/2025 00:00:00,16.44
id_4,02/18/2025 00:00:00,13.99
id_5,02/18/2025 00:00:00,16.07
id_6,02/18/2025 00:00:00,17.81
id_7,02/18/2025 00:00:00,16.57
id_0,02/19/2025 00:00:00,14.07
id_1,02/19/2025 00:00:00,13.34
id_2,02/19/2025 00:00:00,16.68
id_3,02/19/2025 00:00:00,16.9
id_4,02/19/2025 00:00:00,13.86
id_5,02/19/2025 00:00:00,16.08
id_6,02/19/2025 00:00:00,18.09
id_7,02/19/2025 00:00:00,16.54
id_0,02/20/2025 00:00:00,14.58
id_1,02/20/2025 00:00:00,14.31
id_2,02/20/2025 00:00:00,16.79
id_3,02/20/2025 00:00:00,18.45
id_4,02/20/2025 00:00:00,13.8
id_5,02/20/2025 00:00:00,16.02
id_6,02/20/2025 00:00:00,17.79
id_7,02/20/2025 00:00:00,16.24
id_0,02/21/2025 00:00:00,14.63
id_1,02/21/2025 00:00:00,14.18
id_2,02/21/2025 00:00:00,17.78
id_3,02/21/2025 00:00:00,18.25
id_4,02/21/2025 00:00:00,13.47
id_5,02/21/2025 00:00:00,16.18
id_6,02/21/2025 00:00:00,17.64
id_7,02/21/2025 00:00:00,16.14
id_0,02/24/2025 00:00:00,14.73
id_1,02/24/2025 00:00:00,13.89
id_2,02/24/2025 00:00:00,17.86
id_3,02/24/2025 00:00:00,18.31
id_4,02/24/2025 00:00:00,13.58
id_5,02/24/2025 00:00:00,16.02
id_6,02/24/2025 00:00:00,17.68
id_7,02/24/2025 00:00:00,16.06
id_0,02/25/2025 00:00:00,14.66
id_1,02/25/2025 00:00:00,13.84
id_2,02/25/2025 00:00:00,17.23
id_3,02/25/2025 00:00:00,18.39
id_4,02/25/2025 00:00:00,13.39
id_5,02/25/2025 00:00:00,16.05
id_6,02/25/2025 00:00:00,17.83
id_7,02/25/2025 00:00:00,16.13
id_0,02/26/2025 00:00:00,14.75
id_1,02/26/2025 00:00:00,13.61
id_2,02/26/2025 00:00:00,16.87
id_3,02/26/2025 00:00:00,17.81
id_4,02/26/2025 00:00:00,13.36
id_5,02/26/2025 00:00:00,16.3
id_6,02/26/2025 00:00:00,17.84
id_7,02/26/2025 00:00:00,16.15
id_0,02/27/2025 00:00:00,14.46
id_1,02/27/2025 00:00:00,13.68
id_2,02/27/2025 00:00:00,16.38
id_3,02/27/2025 00:00:00,17.4
id_4,02/27/2025 00:00:00,13.49
id_5,02/27/2025 00:00:00,16.17
id_6,02/27/2025 00:00:00,18.26
id_7,02/27/2025 00:00:00,16.31
id_0,02/28/2025 00:00:00,14.26
id_1,02/28/2025 00:00:00,13.99
id_2,02/28/2025 00:00:00,16.76
id_3,02/28/2025 00:00:00,17.76
id_4,02/28/2025 00:00:00,13.34
id_5,02/28/2025 00:00:00,15.91
id_6,02/28/2025 00:00:00,18.47
id_7,02/28/2025 00:00:00,16.49
id_0,03/03/2025 00:00:00,14.18
id_1,03/03/2025 00:00:00,14.18
id_2,03/03/2025 00:00:00,17.24
id_3,03/03/2025 00:00:00,17.76
id_4,03/03/2025 00:00:00,13.48
id_5,03/03/2025 00:00:00,16.04
id_6,03/03/2025 00:00:00,18.54
id_7,03/03/2025 00:00:00,16.31
id_0,03/04/2025 00:00:00,14.18
id_1,03/04/2025 00:00:00,14.12
id_2,03/04/2025 00:00:00,17.92
id_3,03/04/2025 00:00:00,16.78
id_4,03/04/2025 00:00:00,13.37
id_5,03/04/2025 00:00:00,15.94
id_6,03/04/2025 00:00:00,18.36
id_7,03/04/2025 00:00:00,16.2
id_0,03/05/2025 00:00:00,14.01
id_1,03/05/2025 00:00:00,14.62
id_2,03/05/2025 00:00:00,17.71
id_3,03/05/2025 00:00:00,17.37
id_4,03/05/2025 00:00:00,13.73
id_5,03/05/2025 00:00:00,16.14
id_6,03/05/2025 00:00:00,18.51
id_7,03/05/2025 00:00:00,16.07
id_0,03/06/2025 00:00:00,14.03
id_1,03/06/2025 00:00:00,14.33
id_2,03/06/2025 00:00:00,17.78
id_3,03/06/2025 00:00:00,17.93
id_4,03/06/2025 00:00:00,13.75
id_5,03/06/2025 00:00:00,15.93
id_6,03/06/2025 00:00:00,18.4
id_7,03/06/2025 00:00:00,16.07
id_0,03/07/2025 00:00:00,14.32
id_1,03/07/2025 00:00:00,14.58
id_2,03/07/2025 00:00:00,18.15
id_3,03/07/2025 00:00:00,17.92
id_4,03/07/2025 00:00:00,13.76
id_5,03/07/2025 00:00:00,15.82
id_6,03/07/2025 00:00:00,18.44
id_7,03/07/2025 00:00:00,16.13
id_0,03/10/2025 00:00:00,14.06
id_1,03/10/2025 00:00:00,14.18
id_2,03/10/2025 00:00:00,18.35
id_3,03/10/2025 00:00:00,17.27
id_4,03/10/2025 00:00:00,13.61
id_5,03/10/2025 00:00:00,15.75
id_6,03/10/2025 00:00:00,18.94
id_7,03/10/2025 00:00:00,16.26
id_0,03/11/2025 00:00:00,14.28
id_1,03/11/2025 00:00:00,14.17
id_2,03/11/2025 00:00:00,18.72
id_3,03/11/2025 00:00:00,17.65
id_4,03/11/2025 00:00:00,13.47
id_5,03/11/2025 00:00:00,15.78
id_6,03/11/2025 00:00:00,19.07
id_7,03/11/2025 00:00:00,16.39
id_0,03/12/2025 00:00:00,14.44
id_1,03/12/2025 00:00:00,13.9
id_2,03/12/2025 00:00:00,19.43
id_3,03/12/2025 00:00:00,17.84
id_4,03/12/2025 00:00:00,13.39
id_5,03/12/2025 00:00:00,15.84
id_6,03/12/2025 00:00:00,19.36
id_7,03/12/2025 00:00:00,16.26
id_0,03/13/2025 00:00:00,14.35
id_1,03/13/2025 00:00:00,14.15
id_2,03/13/2025 00:00:00,18.84
id_3,03/13/2025 00:00:00,17.95
id_4,03/13/2025 00:00:00,13.55
id_5,03/13/2025 00:00:00,16.14
id_6,03/13/2025 00:00:00,19.42
id_7,03/13/2025 00:00:00,16.34
id_0,03/14/2025 00:00:00,14.41
id_1,03/14/2025 00:00:00,14.49
id_2,03/14/2025 00:00:00,19.25
id_3,03/14/2025 00:00:00,17.9
id_4,03/14/2025 00:00:00,13.46
id_5,03/14/2025 00:00:00,15.9
id_6,03/14/2025 00:00:00,19.22
id_7,03/14/2025 00:00:00,16.54
id_0,03/17/2025 00:00:00,14.37
id_1,03/17/2025 00:00:00,14.28
id_2,03/17/2025 00:00:00,19.16
id_3,03/17/2025 00:00:00,18.05
id_4,03/17/2025 00:00:00,13.28
id_5,03/17/2025 00:00:00,16.22
id_6,03/17/2025 00:00:00,19.45
id_7,03/17/2025 00:00:00,16.64
id_0,03/18/2025 00:00:00,14.25
id_1,03/18/2025 00:00:00,14.09
id_2,03/18/2025 00:00:00,19.14
id_3,03/18/2025 00:00:00,17.26
id_4,03/18/2025 00:00:00,13.16
id_5,03/18/2025 00:00:00,16.53
id_6,03/18/2025 00:00:00,19.71
id_7,03/18/2025 00:00:00,16.85
id_0,03/19/2025 00:00:00,14.44
id_1,03/19/2025 00:00:00,13.86
id_2,03/19/2025 00:00:00,18.58
id_3,03/19/2025 00:00:00,17.26
id_4,03/19/2025 00:00:00,13.08
id_5,03/19/2025 00:00:00,16.46
id_6,03/19/2025 00:00:00,19.77
id_7,03/19/2025 00:00:00,17.19
id_0,03/20/2025 00:00:00,14.46
id_1,03/20/2025 00:00:00,14.22
id_2,03/20/2025 00:00:00,19.48
id_3,03/20/2025 00:00:00,17.85
id_4,03/20/2025 00:00:00,13.15
id_5,03/20/2025 00:00:00,16.46
id_6,03/20/2025 00:00:00,19.74
id_7,03/20/2025 00:00:00,17.34
id_0,03/21/2025 00:00:00,14.39
id_1,03/21/2025 00:00:00,13.92
id_2,03/21/2025 00:00:00,19.4
id_3,03/21/2025 00:00:00,18.05
id_4,03/21/2025 00:00:00,13.13
id_5,03/21/2025 00:00:00,16.62
id_6,03/21/2025 00:00:00,19.95
id_7,03/21/2025 00:00:00,17.26
id_0,03/24/2025 00:00:00,14.43
id_1,03/24/2025 00:00:00,13.49
id_2,03/24/2025 00:00:00,20.6
id_3,03/24/2025 00:00:00,17.83
id_4,03/24/2025 00:00:00,13.17
id_5,03/24/2025 00:00:00,16.71
id_6,03/24/2025 00:00:00,20.19
id_7,03/24/2025 00:00:00,17.22
id_0,03/25/2025 00:00:00,14.4
id_1,03/25/2025 00:00:00,13.75
id_2,03/25/2025 00:00:00,19.57
id_3,03/25/2025 00:00:00,17.08
id_4,03/25/2025 00:00:00,13.24
id_5,03/25/2025 00:00:00,16.49
id_6,03/25/2025 00:00:00,20.12
id_7,03/25/2025 00:00:00,17.57
id_0,03/26/2025 00:00:00,14.52
id_1,03/26/2025 00:00:00,13.55
id_2,03/26/2025 00:00:00,19.73
id_3,03/26/2025 00:00:00,17.26
id_4,03/26/2025 00:00:00,12.99
id_5,03/26/2025 00:00:00,16.06
id_6,03/26/2025 00:00:00,19.99
id_7,03/26/2025 00:00:00,17.42
id_0,03/27/2025 00:00:00,14.71
id_1,03/27/2025 00:00:00,13.75
id_2,03/27/2025 00:00:00,20.13
id_3,03/27/2025 00:00:00,18.13
id_4,03/27/2025 00:00:00,12.68
id_5,03/27/2025 00:00:00,15.8
id_6,03/27/2025 00:00:00,19.69
id_7,03/27/2025 00:00:00,17.42
id_0,03/28/2025 00:00:00,14.68
id_1,03/28/2025 00:00:00,13.26
id_2,03/28/2025 00:00:00,20.29
id_3,03/28/2025 00:00:00,18.16
id_4,03/28/2025 00:00:00,12.56
id_5,03/28/2025 00:00:00,15.57
id_6,03/28/2025 00:00:00,19.59
id_7,03/28/2025 00:00:00,17.51
id_0,03/31/2025 00:00:00,14.72
id_1,03/31/2025 00:00:00,13.61
id_2,03/31/2025 00:00:00,21.18
id_3,03/31/2025 00:00:00,18.18
id_4,03/31/2025 00:00:00,12.64
id_5,03/31/2025 00:00:00,15.07
id_6,03/31/2025 00:00:00,19.58
id_7,03/31/2025 00:00:00,17.53
id_0,04/01/2025 00:00:00,14.87
id_1,04/01/2025 00:00:00,13.57
id_2,04/01/2025 00:00:00,20.73
id_3,04/01/2025 00:00:00,17.7
id_4,04/01/2025 00:00:00,12.61
id_5,04/01/2025 00:00:00,15.14
id_6,04/01/2025 00:00:00,20.22
id_7,04/01/2025 00:00:00,17.65
id_0,04/02/2025 00:00:00,14.87
id_1,04/02/2025 00:00:00,12.82
id_2,04/02/2025 00:00:00,20.88
id_3,04/02/2025 00:00:00,17.59
id_4,04/02/2025 00:00:00,12.81
id_5,04/02/2025 00:00:00,15.16
id_6,04/02/2025 00:00:00,20.09
id_7,04/02/2025 00:00:00,17.7
id_0,04/03/2025 00:00:00,14.99
id_1,04/03/2025 00:00:00,13.08
id_2,04/03/2025 00:00:00,20.56
id_3,04/03/2025 00:00:00,17.36
id_4,04/03/2025 00:00:00,12.78
id_5,04/03/2025 00:00:00,15.29
id_6,04/03/2025 00:00:00,20.26
id_7,04/03/2025 00:00:00,17.61
id_0,04/04/2025 00:00:00,14.71
id_1,04/04/2025 00:00:00,13.11
id_2,04/04/2025 00:00:00,19.97
id_3,04/04/2025 00:00:00,17.44
id_4,04/04/2025 00:00:00,12.78
id_5,04/04/2025 00:00:00,15.63
id_6,04/04/2025 00:00:00,20.17
id_7,04/04/2025 00:00:00,17.34
id_0,04/07/2025 00:00:00,14.9
id_1,04/07/2025 00:00:00,13.61
id_2,04/07/2025 00:00:00,19.83
id_3,04/07/2025 00:00:00,17.01
id_4,04/07/2025 00:00:00,12.92
id_5,04/07/2025 00:00:00,15.67
id_6,04/07/2025 00:00:00,20.13
id_7,04/07/2025 00:00:00,17.11
id_0,04/08/2025 00:00:00,14.56
id_1,04/08/2025 00:00:00,13.66
id_2,04/08/2025 00:00:00,19.92
id_3,04/08/2025 00:00:00,16.2
id_4,04/08/2025 00:00:00,13.09
id_5,04/08/2025 00:00:00,16.09
id_6,04/08/2025 00:00:00,20.31
id_7,04/08/2025 00:00:00,17.08
id_0,04/09/2025 00:00:00,14.71
id_1,04/09/2025 00:00:00,14.02
id_2,04/09/2025 00:00:00,20.5
id_3,04/09/2025 00:00:00,16.83
id_4,04/09/2025 00:00:00,13.01
id_5,04/09/2025 00:00:00,15.91
id_6,04/09/2025 00:00:00,20.44
id_7,04/09/2025 00:00:00,17.29
id_0,04/10/2025 00:00:00,14.88
id_1,04/10/2025 00:00:00,14.16
id_2,04/10/2025 00:00:00,21.24
id_3,04/10/2025 00:00:00,16.96
id_4,04/10/2025 00:00:00,13.07
id_5,04/10/2025 00:00:00,15.5
id_6,04/10/2025 00:00:00,20.17
id_7,04/10/2025 00:00:00,17.49
id_0,04/11/2025 00:00:00,15.05
id_1,04/11/2025 00:00:00,14.23
id_2,04/11/2025 00:00:00,21.18
id_3,04/11/2025 00:00:00,17.24
